,Month,Month_count,Month_money,Avg
0,7,23,17680.5,768.7173913043479
1,2,20,7155.35,357.76750000000004
2,4,9,6595.8,732.8666666666667
3,5,35,28358.55,810.2442857142856
4,9,11,2903.65,263.96818181818185
5,12,23,11949.1,519.5260869565218
6,6,23,16532.9,718.8217391304348
7,11,23,13731.45,597.0195652173913
8,1,12,7299.25,608.2708333333334
9,3,10,5331.6,533.1600000000001
10,8,10,4225.75,422.575
11,10,2,1990.0,995.0
