,Name,NameEng,MtimePage,ReleaseDate,BoxOffice,BoxOfficeDetail,BoxOfficeRankCN,BoxOfficeRankNA,BoxOfficeRankG,MtimeRating,NumberofReviewers,BoxOfficeGlobal,Runtime,Genre,FilmFormat,ActorAndStaff,AwardSummary,AwardDetail,ProductionCompany,DistributorCompany,Year,Month,冒险,恐怖,剧情,家庭,科幻,犯罪,音乐,动作,惊悚,动画,喜剧,悬疑,爱情,传记,战争,歌舞,奇幻
0,战狼2,Wolf Warriors Ⅱ,http://movie.mtime.com/229733,2017-07-27,852.3,首日1.02亿|首周9.97亿|连冠4周,1,0,61,7.4,17010,870.0,123,动作/战争,2D/3D/IMAX/中国巨幕,"{'演员 Actor': ['吴京 Jing Wu', '弗兰克·格里罗 Frank Grillo', '吴刚 Gang Wu', '张翰 Han Zhang', '卢靖姗 Celina Jade', '丁海峰 Haifeng Ding', '余男 Nan Yu', '于谦 Qian Yu', 'Nwachukwu Kennedy ..', 'Diana Sylla', '石兆琪 Zhaoqi Shi', '淳于珊珊 Shanshan Chunyu', '倪大红 Dahong Ni', '肖竹 Zhu Xiao', 'Qiang Ma', 'Zibin Fang', 'Sen Wang', 'Tengyuan Liu', 'Yongda Zhang', 'Xiaolong Zhang', 'Zi Liang', 'Guangping Guo', '茹萍 Ping Ru', 'Doudou', 'Zhang Heng', 'Miaomiao Tian', 'Yuanyuan Shan', 'Mao San', '斯科特·阿特金斯 Scott Adkins', '凯文·李 Kevin Lee', 'Christopher Collins', '索纳·伊姆贝 Sona Eyambe', '凯尔·夏皮罗 Kyle Shapiro', '塞缪尔·西维尔奇 Samuel Thivierge', 'Alberto Bossum', 'Afshin', '邓紫衣 Ziyi Deng', '赵毅 Yi Zhao'], '导演 Director': ['吴京', 'Jing Wu'], '编剧 Writer': ['吴京 Jing Wu', '刘毅 Yi Liu', '董群 Qun Dong'], '制作人 Produced by': ['关海龙 Hailong Guan - 制片人', '张苗 Miao Zhang - 制片人', '嵇道青 Daoqing Ji - 制片人', '吴京 Jing Wu - 出品人', '吕建民 Jianmin Lv - 出品人', '徐子泉 Ziquan Xu - 出品人', '俞白眉 Baimei Yu - 出品人', '梁颖 Ying Liang - 执行制片人', '孙杨 Yang Sun - 制片主任', '徐志伟 Zhiwei Xu - 制片主任'], '摄影 Cinematography': ['敖志君 Peter Ngor'], '剪辑 Film Editing': ['张嘉辉 Kar Fei Cheung'], '原创音乐 Original Music': ['Joseph Trapanese'], '美术设计 Art Direction by': ['李景文 Kingman Lee', '王立刚 Ligang Wang'], '动作指导 Choreographer': ['萨姆·哈格里夫 Sam Hargrave', '黄伟亮 Wai Leung Wong']}","['本片共获香港金像奖等重要奖项1次，提名6次', ['香港电影金像奖 (2018；第37届) 提名：1', '大众电影百花奖 (2018；第34届) 获奖：1; 提名：5']]","{'香港电影金像奖': ['(2018；第37届) 提名：1', '提名  #最佳两岸华语电影'], '大众电影百花奖': ['(2018；第34届) 获奖：1; 提名：5', '获奖  #最佳男主角 吴京 Jing Wu  提名  #最佳故事片   #最佳男配角 吴刚 Gang Wu   #最佳男配角 张翰 Han Zhang   #最佳导演 吴京 Jing Wu   #最佳编剧 吴京 Jing Wu 刘毅 Yi Liu 董群 Qun Dong']}",  1.  北京登峰国际文化传播有限公司    2.  嘲风影业（北京）有限公司 [中国]   3.  霍尔果斯春秋时代文化传媒有限公司 [中国]   4.  捷成世纪文化产业集团有限公司    5.  霍尔果斯橙子映像传媒有限公司 [中国]   6.  霍尔果斯登峰国际文化传播有限公司 [中国]    7.  中国电影股份有限公司 [中国]联合出品    8.  鹿鸣影业有限公司 [中国]联合出品    9.  博纳影业集团股份有限公司 [中国]联合出品    10.  北京京西文化旅游股份有限公司 联合出品    11.  万达影视传媒有限公司 [中国]联合出品    12.  合一信息技术(北京)有限公司 [中国]联合出品    13.  嘉会文化传媒有限公司 [中国]联合出品    14.  星纪元影视文化传媒有限公司 [中国]联合出品     ,  1.  北京京西文化旅游股份有限公司    2.  北京聚合影联文化传媒有限公司 [中国]   3.  北京启泰远洋文化传媒有限公司 [中国]   4.  五洲电影发行有限公司 [中国]   5.  影都文化投资发展有限公司 [中国]   6.  上海淘票票影视文化有限公司 [中国]    7.  北京合瑞影业文化有限公司 [中国]    ,2017,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,流浪地球,The Wandering Earth,http://movie.mtime.com/218707,2019-02-05,693.0,首日1.88亿|首周19.98亿|连冠2周,2,0,0,7.9,12103,693.0,125,冒险/科幻/剧情,2D/3D/IMAX3D/中国巨幕,"{'演员 Actor': ['吴京 Jing Wu', '屈楚萧 Chu Xiao Qu', '李光洁 Guangjie Li', '吴孟达 Man Tat Ng', '赵今麦 Jin Mai Jaho', 'Mike隋 Michael Stephen Kai', '屈菁菁 Jingjing Qu', '张亦驰 Yichi Zhang', '杨皓宇 Haoyu Yang', '阿尔卡基·沙罗格拉.. Arkadiy Sharograds..', '杨轶 Yi Yang', '李虹辰 Hongchen Li', '张欢 Huan Zhang', '姜志刚 Zhigang Jiang', '雷佳音 Jiayin Lei', '宁浩 Hao Ning', '刘慈欣 Cixin Liu', '郭京飞 Jingfei Guo', '王智 Zhi Wang', '张子贤 Zixian Zhang'], '导演 Director': ['Frant Gwo'], '编剧 Writer': ['龚格尔 Gong Geer', '严东旭', '郭帆 Frant Gwo', '叶俊策', '杨治学', '吴荑 Yi Wu', '叶濡畅'], '制作人 Produced by': ['许建海 Jianhai Xu', '吴燕', '张苗 Miao Zhang', '龚格尔 Gong Geer - 制片人 producer', '王鸿 Hong Wang - 执行制片人 line producer', '喇培康 Peikang La'], '摄影 Cinematography': ['刘寅 Yin Liu'], '剪辑 Film Editing': ['张嘉辉 Kar Fei Cheung'], '原创音乐 Original Music': ['阿鲲 Roc Chen', '刘韬 Tao Liu - 附加音乐'], '美术设计 Art Direction by': ['郜昂'], '视觉特效 Visual Effects Supervisor': ['丁燕来', '徐建 Jian Xu', '赵浩强', 'Varun Hadkar'], '动作指导 Choreographer': ['严华 Hua Yan'], '声音部门 Sound Department': ['王丹戎 Danrong Wang'], '化妆造型 Makeup Department': ['王熙雨']}",,,  1.  中国电影股份有限公司北京电影制片分公司    2.  霍尔果斯登峰国际文化传播有限公司 [中国]   3.  北京京西文化旅游股份有限公司    4.  郭帆文化传媒（北京）有限公司 [中国]   5.  上海阿里巴巴影业有限公司 [中国]   6.  腾讯影业文化传播有限公司 [中国]    7.  中青新影文化传媒（北京）有限公司     8.  优酷电影有限公司 [中国]    9.  霍尔果斯聚合影联文化传媒有限公司     10.  湖南芒果娱乐有限公司 [中国]    11.  嘲风影业（北京）有限责任公司     12.  北京国影纵横电影发行有限公司     13.  北京耀莱影视文化传媒有限公司 [中国]    14.  上海电影(集团)有限公司 [中国]    15.  新疆华夏天山电影院线有限责任公司      ,  1.  中国电影股份有限公司 [中国]   2.  北京京西文化旅游股份有限公司    3.  北京聚合影联文化传媒有限公司 [中国]   4.  上海淘票票影视文化有限公司 [中国]   5.  霍尔果斯腾影影视发行有限公司    6.  北京影拓星瀚网络科技有限公司     7.  北京国影纵横电影发行有限公司     8.  珠江影业传媒股份有限公司 [中国]    9.  新疆华夏天山电影院线有限责任公司     ,2019,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,红海行动,Operation Red Sea,http://movie.mtime.com/240425,2018-02-16,547.65,首日1.29亿|首周4.65亿,3,0,0,8.1,10175,547.65,138,动作/剧情,2D/3D/IMAX3D/中国巨幕,"{'演员 Actor': ['张译 Yi Zhang', '黄景瑜 Johnny Huang', '海清 Christina Hai', '杜江 Jiang Du', '蒋璐霞 Luxia Jiang', '尹昉 Fang Yin', '郭家豪 Jiahao Guo', '王雨甜 Yutian Wang', '麦亨利 Henry Prince Mak', '张涵予 Hanyu Zhang', '王强 Qiang Wang', '任达华 Simon Yam', '王彦霖 Yanlin Wang', '霍思燕 Siyan Huo'], '导演 Director': ['林超贤', 'Dante Lam'], '编剧 Writer': ['冯骥 Ji Feng', '林明杰 Eric Lin', '陈珠珠'], '制作人 Produced by': ['于冬 Dong Yu - 总制片人', '陆振华', '唐静 Jing Tang'], '摄影 Cinematography': ['冯远文 Yuen Man Fung'], '动作指导 Choreographer': ['林超贤 Dante Lam']}","['本片共获香港金像奖等重要奖项6次，提名14次', ['香港电影金像奖 (2019；第38届) 提名：8', '大众电影百花奖 (2018；第34届) 获奖：5; 提名：5', '北京国际电影节 (2018；第8届) 获奖：1; 提名：1']]","{'香港电影金像奖': ['(2019；第38届) 提名：8', '提名  #最佳影片   #最佳导演 林超贤 Dante Lam   #最佳女配角 蒋璐霞 Luxia Jiang   #最佳摄影   #最佳剪辑   #最佳动作指导   #最佳音响效果奖   #最佳视觉效果'], '大众电影百花奖': ['(2018；第34届) 获奖：5; 提名：5', '获奖  #最佳故事片   #最佳男配角 杜江 Jiang Du   #最佳女配角 蒋璐霞 Luxia Jiang   #最佳新人奖 王雨甜 Yutian Wang   #最佳导演 林超贤 Dante Lam  提名  #最佳男主角 张译 Yi Zhang   #最佳女主角 海清 Christina Hai   #最佳男配角 张涵予 Hanyu Zhang   #最佳新人奖 黄景瑜 Johnny Huang   #最佳编剧 冯骥 Ji Feng 林明杰 Eric Lin 陈珠珠'], '获奖': [None, '获奖  #最佳视觉效果  提名  ·天坛奖']}",  1.  北京博纳影业集团有限公司 [中国]   2.  博纳影业集团股份有限公司 [中国]   3.  海政电视艺术中心 [中国]   4.  星梦工场文化传媒有限公司 [中国]   5.  英皇电影 [中国香港]   6.  一壹传媒集团有限公司 [中国]     ,  1.  博纳影业集团股份有限公司 [中国]   2.  华夏电影发行有限责任公司 [中国]   ,2018,2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3,唐人街探案2,Detective Chinatown 2,http://movie.mtime.com/234873,2018-02-16,509.7,首日3.41亿|首周9.90亿,4,0,0,7.0,5830,509.7,120,喜剧/动作/悬疑,2D/IMAX/中国巨幕,"{'演员 Actor': ['王宝强 Baoqiang Wang', '刘昊然 Haoran Liu', '肖央 Shawn', '刘承羽 Natasha Liu Bordizzo', '尚语贤 Yuxian Shang', '王迅 Xun Wang', '妻夫木聪 Satoshi Tsumabuki', '迈克尔·皮特 Michael Pitt', '元华 Wah Yuen', '佟丽娅 Liya Tong', '陈思诚 Sicheng Chen', '黄西 Joe Wong', '范湉湉 Tiantian Fan', '王成思'], '导演 Director': ['Sicheng Chen'], '编剧 Writer': ['陈思诚 Sicheng Chen'], '视觉特效 Visual Effects Supervisor': ['李昭桦 Charles Lee']}","['本片共获提名5次', ['大众电影百花奖 (2018；第34届) 提名：5']]","{'大众电影百花奖': ['(2018；第34届) 提名：5', '提名  #最佳故事片   #最佳男主角 刘昊然 Haoran Liu   #最佳新人奖 尚语贤 Yuxian Shang   #最佳编剧 陈思诚 Sicheng Chen   #最佳导演 陈思诚 Sicheng Chen']}",  1.  万达影视传媒有限公司 [中国]   2.  霍尔果斯骋亚影视文化传媒有限公司    3.  中国电影股份有限公司 [中国]   4.  霍尔果斯乐开花影业有限公司    5.  小米影业有限责任公司 [中国]   6.  北京红色果实文化传播有限公司 [中国]    7.  伊犁卓然影业有限公司      ,  1.  五洲电影发行有限公司 [中国]   2.  联瑞(上海)影业有限公司    3.  上海淘票票影视文化有限公司 [中国]   4.  万达影视传媒有限公司 [中国]   5.  华夏电影发行有限责任公司 [中国]   ,2018,2,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
4,美人鱼,The Mermaid,http://movie.mtime.com/209007,2016-02-08,508.8,首日2.72亿|首周18.18亿|连冠2周,5,0,0,7.4,18216,508.8,93,喜剧/奇幻/爱情,3D/中国巨幕,"{'演员 Actor': ['邓超 Chao Deng', '罗志祥 Show Lo', '张雨绮 Kitty Zhang', '林允 Jelly Lin', '孔连顺 Lianshun Kong', '白客 Baike', '文章 Zhang Wen', '李尚正 Shangzheng Li', '吴亦凡 Kris Wu', '杨能 Neng Yang', '卢正雨 Zhengyu Lu', '徐克 Hark Tsui', '郑冀峰 Jifeng Zheng', '张美娥 Meie Zhang', '林子聪 Chi Chung Lam', '田启文 Kai Man Tin', '钱国伟 Guowei Qian', '松冈李那 Linah', '徐轸轸 Zhenzhen Xu', '夏尉喻 Barbie', '科蒂克·艾文 Kotik Lvan', '范淑珍 Shuzhen Fan', '皮埃尔·布迪厄 Prerre Bourdaud', '李叶青 Yeqing Li', '赵志凌 Chiu Chi Ling', '孙嘉灵 Jialing Sun', '徐雅婷 Yating Xu', '赵靖伊 Jingyi Zhao', '付骏福 Junfu Fu', '虞嘉娜 Jiana Yu', '宁小花 Xiaohua Ning', '易志乐 Zhile Yi', '孙乐天 Letian Sun', '谭俊彦 Shaun Tam', '谢依萌 Yimeng Xie', '火火 Ka Wing Lee', '八两金 Bobby Yip', '李菁蓓 Jingbei Li', '李忠强 Chung Keung Lee', '郭湛深 Zhanshen Guo', '强尼 Ni Qiang', '彭美娥 Meie Peng', '张爱钦 Aiqin Zhang'], '导演 Director': ['Stephen Chow'], '编剧 Writer': ['周星驰 Stephen Chow - 原创故事', '李思臻 Sizhen Li', '何妙祺 Miaoqi He', '曾瑾昌 Kan-Cheung Tsang', '卢正雨 Zhengyu Lu', '江玉仪 Ivy Kong', '冯志强 Chi Keung Fung', '陈庆嘉 Hing-Ka Chan'], '制作人 Produced by': ['周星驰 Stephen Chow - 总制片人/出品人', '喇培康 Peikang La - 出品人', '杨巍 Wei Yang - 制片人/出品人', '王长田 Changtian Wang - 出品人', '杨震华 Zhenhua Yang - 出品人', '曹璞 Pu Cao - 出品人', '刘央 Yang Liu - 出品人', '韦杰 Jie Wei - 出品人', '蔡东青 Dongqing Cai - 出品人', '任仲伦 Zhonglun Ren - 出品人', '刘荣 Rong Liu - 联合出品人', '李晓文 Xiaowen LI - 联合出品人', '蔡元 Yuan Cai - 联合出品人', '吴怀玺 Huaixi Wu - 联合出品人', '刘博 Bo Liu - 联合出品人', '王兴 Xing Wang - 联合出品人', '刘勇 Yong Liu - 联合出品人', '周文姬 Wenji Zhou - 联合出品人', '张鹏程 Pengcheng Zhang - 联合出品人', '凌红 Hong Ling - 联合制片人', '赵海城 Haicheng Zhao - 制片人', '王于正 Yuzheng Wang - 制片人', '江平 Ping Jiang - 监制', '比尔·伯顿 Bill Borden - 前期监制', '邓萌 Meng Deng - 执行监制', '周雅致 Yazhi Zhou - 执行监制', '江玉仪 Ivy Kong - 监制'], '摄影 Cinematography': ['蔡崇辉 Sung Fai Choi'], '剪辑 Film Editing': ['张嘉辉 Kar Fei Cheung', '邓文滔 Wen-tao Deng'], '原创音乐 Original Music': ['郑嘉嘉 Wendyz Zheng', '黄英华 Raymond Wong'], '美术设计 Art Direction by': ['陈锦河 Raymond Chan', '余家安 Bruce Yu'], '服装设计 Costume Design by': ['利碧君 Pik Kwan Lee'], '视觉特效 Visual Effects Supervisor': ['罗伟豪 Ken Law', '刘加辉 Jiahui Liu'], '副导演/助理导演 Assistant Director': ['林子聪 Chi Chung Lam', '卢正雨 Zhengyu Lu', '钱国伟 Guowei Qian'], '动作指导 Choreographer': ['谷轩昭 Ku Huen Chiu']}","['本片共获香港金像奖等重要奖项0次，提名8次', ['香港电影金像奖 (2017；第36届) 提名：8']]","{'香港电影金像奖': ['(2017；第36届) 提名：8', '提名  #最佳影片   #最佳女配角 张雨绮 Kitty Zhang   #最佳导演 周星驰 Stephen Chow   #最佳编剧 周星驰 Stephen Chow   #最佳美术指导   #最佳视觉效果 罗伟豪 Ken Law   #最佳原创电影歌曲奖 周星驰 Stephen Chow 邓超 Chao Deng   #最佳新演员 林允 Jelly Lin']}",  1.  中国电影股份有限公司 [中国]   2.  星辉海外有限公司 [中国香港]   3.  和和(上海)影业有限公司 [中国]   4.  北京光线影业有限公司 [中国]   5.  上海新文化传媒集团股份有限公司 [中国]   6.  上海天矢文化传播有限公司 [中国]    7.  象山泽悦文化传播有限公司 [中国]    8.  奥飞影业（香港）有限公司     9.  山南光线影业有限公司     10.  中国文化娱乐基金     11.  上海电影集团公司 [中国]    12.  大地时代文化传播(北京)有限公司 [中国]    13.  广州金逸影视传媒股份有限公司 [中国]    14.  天津联瑞影业有限公司 [中国]    15.  龙腾艺都（北京）影视传媒股份有限公司 [中国]    16.  黑蚂蚁(上海)影业有限公司 [中国]    17.  天津猫眼文化传媒有限公司 [中国]    18.  上海格瓦商务信息咨询有限公司 [中国]    19.  无锡辉驰影视文化发展有限公司 [中国]    20.  北京鼎恒博源文化传媒有限公司     21.  China Cultural and Entertainment Fund L.P.     22.  Ample Choice Ventures Ltd.      ,  1.  中国电影股份有限公司北京电影发行分公司 [中国]   2.  和和(上海)影业有限公司 [中国]   3.  北京星美影视发行有限公司    4.  龙腾艺都（北京）影视传媒股份有限公司 [中国]   5.  天津联瑞影业有限公司 [中国]   6.  天津猫眼文化传媒有限公司 [中国]    7.  上海格瓦商务信息咨询有限公司 [中国]    8.  山南光线影业有限公司     9.  四海电影发行联盟     10.  比高集团 [中国香港]    11.  北京光线传媒股份有限公司 [中国]    12.  Sony Pictures Releasing [新加坡]  (2016) (Singapore) (theatrical)  13.  Sony Pictures Releasing [印度尼西亚]  (2016) (Indonesia) (theatrical)  14.  索尼[美国]  (2016) (USA) (theatrical)/(2016) (USA) (all media)  ,2016,2,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
5,我不是药神,Dying To Survive,http://movie.mtime.com/242167,2018-07-05,464.7,首日1.60亿|首周11.72亿|连冠2周,6,0,0,8.8,9063,464.7,116,剧情/喜剧,2D/IMAX/中国巨幕,"{'演员 Actor': ['徐峥 Zheng Xu', '周一围 Yiwei Zhou', '王传君 Eric', '谭卓 Zhuo Tan', '章宇 Yu Zhang', '杨新鸣 Xinming Yang', '王砚辉 Yanhui Wang', '贾晨飞', '王佳佳 Jiajia Wang', '李乃文 Naiwen Li', '龚蓓苾 Beibi Gong', '宁浩 Hao Ning', '苇青 Qing Wei'], '导演 Director': [], '编剧 Writer': ['韩家女', '钟伟 Wei Zhong', '文牧野'], '制作人 Produced by': ['宁浩 Hao Ning - 监制', '徐峥 Zheng Xu - 监制'], '摄影 Cinematography': ['王博学 Bo-xue Wang']}","['本片共获提名8次', ['台湾电影金马奖 (2018；第55届) 提名：8']]","{'台湾电影金马奖': ['(2018；第55届) 提名：8', '提名  #最佳剧情片   #最佳原创剧本 文牧野  钟伟 Wei Zhong 韩家女    #最佳男主角 徐峥 Zheng Xu   #最佳化妆和服装设计奖   #最佳男配角奖 章宇 Yu Zhang   #最佳美术设计奖   #最佳电影剪辑   #最佳新导演 文牧野']}",  1.  东阳坏猴子影视文化传播有限公司 [中国]   2.  北京真乐道文化传播有限公司 [中国]   3.  欢喜传媒 [中国]   4.  北京京西文化旅游股份有限公司    5.  北京乾坤星宇文化发展有限公司    6.  北京唐德国际电影文化有限公司 [中国]     ,  1.  北京京西文化旅游股份有限公司    ,2018,7,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
